id,title,genres,vote_average,Plot
703451,Your Place or Mine,Romance-Comedy,6.4,when best friend and total opposit debbi and peter swap home for a week they get a peek into each other 's live that could open the door to love . romant comedy-big city-friend in love-hous swapping-best friends-in love with best friend romance-comedi your place or mine
536437,Hypnotic,Mystery-Thriller-Action-Science Fiction,6.462,a detect becom entangl in a mysteri involv hi miss daughter and a secret govern program while investig a string of reality-bend crime . hypnotism-miss daughter mystery-thriller-action-sci fiction hypnot
766507,Prey,Thriller-Action-Science Fiction,7.798,when danger threaten her camp the fierc and highli skill comanch warrior naru set out to protect her peopl . but the prey she stalk turn out to be a highli evolv alien predat with a technic advanc arsen . hunter-alien life-form-prequel-alien-n american-bear-decapitation-dog-sev foot-bear attack-comanche-human vs alien-indigen peoples-sev arm-dog hero-1700s-great plain thriller-action-sci fiction prey
829358,Queen of Spades,Horror,6.553,accord to legend an omin entiti known as the queen of spade can be summon by perform an ancient ritual . four teenag summon the queen of spade but they could never imagin the horror that await them . remake-fear of mirror horror queen of spade
507089,Five Nights at Freddy's,Horror-Mystery,7.719,recent fire and desper for work a troubl young man name mike agre to take a posit as a night secur guard at an abandon theme restaur : freddi fazbear 's pizzeria . but he soon discov that noth at freddi 's is what it seem . night shift-child murder-restaurant-custodi battle-child in peril-orphan-secur guard-bas on video game-duringcreditsstinger-troubl past-child neglect-animatronic-abandon building-broth sister relationship-ghost child-child abduct horror-mysteri five night at freddi 's
436270,Black Adam,Action-Adventure-Science Fiction,7.054,nearli 5000 year after he wa bestow with the almighti power of the egyptian gods—and imprison just as quickly—black adam is freed from hi earthli tomb readi to unleash hi uniqu form of justic on the modern world . lightning-anti hero-superhero-bas on comic-demon-superhero team-duringcreditsstinger-dc extend univers ( dceu ) action-adventure-sci fiction black adam
609681,The Marvels,Action-Adventure-Science Fiction,8.1,carol danver aka captain marvel ha reclaim her ident from the tyrann kree and taken reveng on the suprem intellig . but unintend consequ see carol shoulder the burden of a destabil univers . when her duti send her to an anomal wormhol link to a kree revolutionari her power becom entangl with that of jersey citi super-fan kamala khan aka ms. marvel and carol ’ s estrang niec now s.a.b.e.r . astronaut captain monica rambeau . togeth thi unlik trio must team up and learn to work in concert to save the univers . hero-spac travel-sequel-superhero-bas on comic-teenag girl-marvel cinemat univers ( mcu ) -space adventur action-adventure-sci fiction the marvel
736769,They Cloned Tyrone,Comedy-Science Fiction-Mystery,7.059,a seri of eeri event thrust an unlik trio onto the trail of a nefari govern conspiraci lurk directli beneath their neighborhood . conspiraci comedy-sci fiction-mysteri they clone tyron
866398,The Beekeeper,Action-Crime-Thriller,7.4,one man 's campaign for vengeanc take on nation stake after he is reveal to be a former oper of a power and clandestin organ known as beekeep . potus-secret govern agency-fbi agent-beekeepers-scammer-scam call center-inspirational-retir assassin-intense-ambiguous-amused-familiar-joyful-pow action-crime-thril the beekeep
715931,Emancipation,Action-Drama-Thriller,8.06,inspir by the grip true stori of a man who would do anyth for hi family—and for freedom . when peter an enslav man risk hi life to escap and return to hi famili he embark on a peril journey of love and endur . slavery-bas on true story-black slave-escap from slavery-unit state action-drama-thril emancip
536554,M3GAN,Science Fiction-Horror,7.308,a brilliant toy compani roboticist use artifici intellig to develop m3gan a life-lik doll program to emot bond with her newli orphan niec . but when the doll 's program work too well she becom overprotect of her new friend with terrifi result . artifici intelligence-evil doll-aunt niec relationship-orphan-car accident-niece-robot-juvenil delinquent-doll-inform leak-dead dog-nosi neighbor-hit by a car-dead parents-attack by a dog-creepi doll-possess doll scienc fiction-horror m3gan
502356,The Super Mario Bros. Movie,Animation-Family-Adventure-Fantasy-Comedy,7.685,while work underground to fix a water main brooklyn plumbers—and brothers—mario and luigi are transport down a mysteri pipe and wander into a magic new world . but when the brother are separ mario embark on an epic quest to find luigi . gorilla-plumber-anthropomorphism-mag mushroom-bas on video game-toad-aftercreditsstinger-duringcreditsstinger-damsel in distress-piano-broth brother relationship-illumination-evil king-cliché animation-family-adventure-fantasy-comedi the super mario bros. movi
458220,Palmer,Drama,8.018,after 12 year in prison former high school footbal star eddi palmer return home to put hi life back together—and form an unlik bond with sam an outcast boy from a troubl home . but eddi 's past threaten to ruin hi new life and famili . homophobia-smal town-young boy-ex-con-hous trailer-bullied-irrespons parent-adult child friendship-guardianship-drug addict drama palmer
580489,Venom: Let There Be Carnage,Science Fiction-Action-Adventure,6.873,after find a host bodi in investig report eddi brock the alien symbiot must face a new enemi carnag the alter ego of serial killer cletu kasadi . hero-anti hero-villain-psychopath-sequel-superhero-bas on comic-creature-fear-aftercreditsstinger-symbiote-carnage-venom charact scienc fiction-action-adventur venom : let there be carnag
717980,Sharper,Thriller-Crime-Drama,7.127,a small wealthi famili in new york citi get progress torn apart by secret lie and the theft that orchestr all of it . new york city-billionair thriller-crime-drama sharper
124905,Godzilla,Action-Drama-Science Fiction,6.3,ford brodi a navi bomb expert ha just reunit with hi famili in san francisco when he is forc to go to japan to help hi estrang father joe . soon both men are swept up in an escal crisi when an ancient alpha predat aris from the sea to combat malevol adversari that threaten the surviv of human . the creatur leav coloss destruct in their wake as they make their way toward their final battleground : san francisco . japan-monster-san francisco california-hawaii-gi monster-tsunami-remake-prehistor creature-golden gate bridge-dinosaur-kaiju-honolulu hawaii-disast movie-glob threat-anim horror-godzilla-monstervers action-drama-sci fiction godzilla
638974,Murder Mystery 2,Comedy-Mystery-Action,6.714,after start their own detect agenc nick and audrey spitz land a career-mak case when their billionair pal is kidnap from hi wed . kidnapping-marri couple-whodunit-wedding-detect coupl comedy-mystery-act murder mysteri 2
787699,Wonka,Comedy-Family-Fantasy,7.159,willi wonka – chock-ful of idea and determin to chang the world one delect bite at a time – is proof that the best thing in life begin with a dream and if you ’ re lucki enough to meet willi wonka anyth is possibl . chocolate-musical-prequel-nostalgic-duringcreditsstinger-cartel comedy-family-fantasi wonka
8869,Eight Legged Freaks,Action-Comedy-Horror-Thriller,5.741,the resid of a rural mine town discov that an unfortun chemic spill ha caus hundr of littl spider to mutat overnight to the size of suv . it 's then up to mine engin chri mccormack and sheriff sam parker to mobil an eclect group of townspeopl includ the sheriff 's young son mike her daughter ashley and paranoid radio announc harlan into battl against the bloodthirsti eight-leg beast . spider-creature-pick up-wet pants-hockey mask-barbershop-perfume-aunt nephew relationship-straight razor-forklift-contamination-anim horror action-comedy-horror-thril eight leg freak
383498,Deadpool 2,Action-Comedy-Adventure,7.491,wisecrack mercenari deadpool battl the evil and power cabl and other bad guy to save a boy 's life . hero-superhero-mutant-mercenary-bas on comic-sequel-aftercreditsstinger-duringcreditssting action-comedy-adventur deadpool 2
883987,Megan,Thriller,6.2,a hiker find shelter in a mountain lodg inhabit by two strang women . rape-assault-insanity-rag thriller megan
76341,Mad Max: Fury Road,Action-Adventure-Science Fiction,7.607,an apocalypt stori set in the furthest reach of our planet in a stark desert landscap where human is broken and most everyon is craze fight for the necess of life . within thi world exist two rebel on the run who just might be abl to restor order . rescue-future-australia-chase-dystopia-post-apocalypt future-survival-on the run-on the road-convoy-peak oil-aggressive-dark future-furious-audacious-awestruck action-adventure-sci fiction mad max : furi road
118340,Guardians of the Galaxy,Action-Science Fiction-Adventure,7.904,light year from earth 26 year after be abduct peter quill find himself the prime target of a manhunt after discov an orb want by ronan the accus . spacecraft-bas on comic-space-orphan-adventurer-aftercreditsstinger-duringcreditsstinger-marvel cinemat univers ( mcu ) action-sci fiction-adventur guardian of the galaxi
938614,Late Night with the Devil,Horror,7.307,a live broadcast of a late-night talk show in 1977 goe horribl wrong unleash evil into the nation 's live room . new york city-1970s-halloween-possession-hallucination-evil-hypnotism-found footage-satan cult-shocking-death of wife-parapsychology-magician-late-night show-supernatur horror-satan panic-intense-sinister-awestruck-omin horror late night with the devil
846778,Margaux,Horror-Science Fiction,6.9,as a group of senior celebr their final colleg day at a smart hous the hous 's highli advanc ai system margaux begin to take on a deadli presenc of her own . a carefre weekend of parti turn into a dystopian nightmar as they realiz margaux 's plan to elimin her tenant one way or anoth . time begin to run out as the group desper tri to surviv and outsmart the smart home . smart home horror-sci fiction margaux
806929,The Immaculate Room,Mystery-Thriller-Drama-Science Fiction,5.7,mike and kate a young coupl get the once-in-a lifetim chanc to win a cool five million dollar . the challeng : live for 50 day in a blank space . stick it out for thirti day and the five million are their . how difficult can it be ? boredom-trap in building-soci experiment-whit room mystery-thriller-drama-sci fiction the immacul room
293660,Deadpool,Action-Adventure-Comedy,7.615,the origin stori of former special forc oper turn mercenari wade wilson who after be subject to a rogu experi that leav him with acceler heal power adopt the alter ego deadpool . arm with hi new abil and a dark twist sens of humor deadpool hunt down the man who nearli destroy hi life . superhero-anti hero-mercenary-bas on comic-aftercreditsstinger-duringcreditssting action-adventure-comedi deadpool
674,Harry Potter and the Goblet of Fire,Adventure-Fantasy-Family,7.817,when harri potter 's name emerg from the goblet of fire he becom a competitor in a gruel battl for glori among three wizard schools—th triwizard tournament . but sinc harri never submit hi name for the tournament who did ? now harri must confront a deadli dragon fierc water demon and an enchant maze onli to find himself in the cruel grasp of he who must not be name . witch-bas on novel or book-world cup-maze-magic-di and death-school of witchcraft-chosen one-black magic-mermaid-board school-vision-school-tournament-dragon-wizard-teenag hero-bas on young adult novel adventure-fantasy-famili harri potter and the goblet of fire
878183,The Independent,Thriller-Drama,7.345,it 's the final week of the most consequenti presidenti elect in histori . america is pois to elect either it first femal presid or it first viabl independ candid . report histori as it 's made an idealist young journalist team up with her idol legendari journalist nick booker to uncov a conspiraci that place the fate of the elect and the countri in their hand . corruption-usa presid thriller-drama the independ
765,Evil Dead II,Horror-Comedy-Fantasy,7.5,ash william and hi girlfriend linda find a log cabin in the wood with a voic record from an archeologist who had record himself recit ancient chant from `` the book of the dead . '' as they play the record an evil power is unleash take over linda 's bodi . blood splatter-deer-tap recorder-chainsaw-spirit-ov the top-book of the dead-evil dead-eyeball-necronomicon-tarmac-meat cleaver-psychotronic-shocking-excit horror-comedy-fantasi evil dead ii
9737,Bad Boys,Action-Comedy-Crime-Thriller,6.81,marcu burnett is a henpeck famili man . mike lowri is a footloos and fanci free ladi ' man . both miami policemen they have 72 hour to reclaim a consign of drug stolen from under their station 's nose . to complic matter in order to get the assist of the sole wit to a murder they have to pretend to be each other . miami florida-mexican standoff-mal friendship-wit protection-stripper-car crash-strip club-intern affairs-polic corruption-gunfight-foot chase-drug lord-murd investigation-nostalgic-hangar-loos cannon-buddi cop-mal camaraderie-narcot detective-act hero-buddi movie-murd witness-buddi detect duo-stolen drug action-comedy-crime-thril bad boy
634649,Spider-Man: No Way Home,Action-Adventure-Science Fiction,7.992,peter parker is unmask and no longer abl to separ hi normal life from the high-stak of be a super-hero . when he ask for help from doctor strang the stake becom even more danger forc him to discov what it truli mean to be spider-man . new york city-loss of love one-showdown-secret identity-hero-magic-villain-dangerous-vigilante-portal-sequel-superhero-superhero team-altern reality-mask vigilante-spid web-aftercreditsstinger-duringcreditsstinger-marvel cinemat univers ( mcu ) -teenag hero-fight for justice-superhero teamup-return hero-crossover-teamwork action-adventure-sci fiction spider-man : no way home
671,Harry Potter and the Philosopher's Stone,Adventure-Fantasy,7.913,harri potter ha live under the stair at hi aunt and uncl 's hous hi whole life . but on hi 11th birthday he learn he 's a power wizard—with a place wait for him at the hogwart school of witchcraft and wizardri . as he learn to har hi newfound power with the help of the school 's kindli headmast harri uncov the truth about hi parent ' deaths—and about the villain who 's to blame . london england-witch-bas on novel or book-magic-school friend-child hero-school of witchcraft-chosen one-friendship-board school-school-shopping-fantasi world-wizard-christmas-bas on young adult novel-forbidden-owl adventure-fantasi harri potter and the philosoph 's stone
404378,A Street Cat Named Bob,Family-Drama,7.923,jame bowen a homeless busker and recov drug addict ha hi life transform when he meet a stray ginger cat . base on novel or book-cat-drug addiction-human anim relationship-biography-addiction-recov addict-mor transformation-street musician-busker-unlucki family-drama a street cat name bob
751741,Night at the Museum: Kahmunrah Rises Again,Animation-Comedy-Family-Fantasy,6.9,nick daley is follow in hi father 's footstep as night watchman at the american museum of natur histori so he know what happen when the sun goe down . but when the maniac ruler kahmunrah escap it is up to nick to save the museum onc and for all . museum animation-comedy-family-fantasi night at the museum : kahmunrah rise again
960258,Shark Bait,Horror-Thriller-Action-Adventure,5.9,a group of friend enjoy a weekend steal a coupl of jetski race them out to sea end up in a horrif head-on collis . they struggl to find a way home with a badli injur friend while from the water below predat lurk . shark attack-shark-great white shark-surviv horror-attack on civilians-girl vs. shark-girl vs shark-shark water-blow up horror-thriller-action-adventur shark bait
850028,"Alice, Darling",Drama-Thriller,6.1,"a young woman trap in an abus relationship becom an unwit particip in an intervent stage by her two closest friend . femal friendship-friendship-psycholog abuse-thriller-domest abuse-femal protagonist-intervention-boyfriend girlfriend relationship-woman director-abus boyfriend-independ film drama-thril alic , darl"
808,Shrek,Animation-Comedy-Fantasy-Adventure-Family,7.716,it ai n't easi bein ' green -- especi if you 're a likabl ( albeit smelli ) ogr name shrek . on a mission to retriev a gorgeou princess from the clutch of a fire-breath dragon shrek team up with an unlik compatriot -- a wisecrack donkey . magic-liberation-lordship-prince-castle-fairi tale-robin hood-enchantment-swamp-princess-parody-anthropomorphism-dragon-woman director-ogre-cartoon donkey animation-comedy-fantasy-adventure-famili shrek
791155,Secret Headquarters,Science Fiction-Family-Action-Adventure,6.8,while hang out after school charli and hi friend discov the headquart of the world ’ s most power superhero hidden beneath hi home . when villain attack they must team up to defend the headquart and save the world . secret identity-superhero-group of friends-alien technology-fath son relationship scienc fiction-family-action-adventur secret headquart
763165,The Burial,Comedy-Drama,7.394,when a handshak deal goe sour funer home owner jeremiah o'keef enlist charismat smooth-talk attorney willi e. gari to save hi famili busi . temper flare and laughter ensu as the unlik pair bond while expos corpor corrupt and racial injustic . base on true story-trial-raci tension-corpor greed-funer director-funer home comedy-drama the burial
447365,Guardians of the Galaxy Vol. 3,Science Fiction-Adventure-Action,7.976,peter quill still reel from the loss of gamora must ralli hi team around him to defend the univers along with protect one of their own . a mission that if not complet success could quit possibl lead to the end of the guardian as we know them . hero-superhero-mad scientist-bas on comic-sequel-superhero team-spac opera-raccoon-aftercreditsstinger-duringcreditsstinger-marvel cinemat univers ( mcu ) -cosmic-out space-chosen famili scienc fiction-adventure-act guardian of the galaxi vol . 3
592831,Megalopolis,Science Fiction-Drama,5.6,geniu artist cesar catilina seek to leap the citi of new rome into a utopian idealist futur while hi opposit mayor franklyn cicero remain commit to a regress statu quo perpetu greed special interest and partisan warfar . torn between them is socialit julia cicero the mayor ’ s daughter whose love for cesar ha divid her loyalti forc her to discov what she truli believ human deserv . epic-metropolis-architect-utopia-aft disaster-arrog scienc fiction-drama megalopoli
284052,Doctor Strange,Action-Adventure-Fantasy,7.422,after hi career is destroy a brilliant but arrog surgeon get a new leas on life when a sorcer take him under her wing and train him to defend the world against evil . magic-superhero-training-time-bas on comic-sorcerer-doctor-neurosurgeon-wizard-aftercreditsstinger-duringcreditsstinger-marvel cinemat univers ( mcu ) action-adventure-fantasi doctor strang
836225,The Exorcism of God,Horror,7.2,an american priest work in mexico is consid a saint by mani local parishion . howev due to a botch exorc he carri a secret that ’ s eat him aliv until he get an opportun to face hi demon one final time . prison-mexico-smal town-exorcism-possession-possessed-exorcist horror the exorc of god
299534,Avengers: Endgame,Adventure-Science Fiction-Action,8.268,after the devast event of aveng : infin war the univers is in ruin due to the effort of the mad titan thano . with the help of remain alli the aveng must assembl onc more in order to undo thano ' action and restor order to the univers onc and for all no matter what consequ may be in store . space travel-tim travel-tim machine-sequel-superhero-bas on comic-alien invasion-superhero team-marvel cinemat univers ( mcu ) -altern timeline-fath daughter relationship-sist sister relationship adventure-sci fiction-act aveng : endgam
91314,Transformers: Age of Extinction,Science Fiction-Action-Adventure,5.9,as human pick up the piec follow the conclus of `` transform : dark of the moon '' autobot and decepticon have all but vanish from the face of the planet . howev a group of power ingeni businessman and scientist attempt to learn from past transform incurs and push the boundari of technolog beyond what they can control - all while an ancient power transform menac set earth in hi cross-hair . music video-sequel-alien-bas on toy-giant robot-robot scienc fiction-action-adventur transform : age of extinct
120,The Lord of the Rings: The Fellowship of the Ring,Adventure-Fantasy-Action,8.415,young hobbit frodo baggin after inherit a mysteri ring from hi uncl bilbo must leav hi home in order to keep it from fall into the hand of it evil creator . along the way a fellowship is form to protect the ringbear and make sure that the ring arriv at it final destin : mt . doom the onli place where it can be destroy . base on novel or book-orcs-elves-dwarf-magic-obsession-bravery-fireworks-mine-maze-mountain-castle-birthday party-battle-demon-blizzard-uncl nephew relationship-fantasi world-journey-ring-invisibility-l action and animation-hero 's journey-wraith-sword and sorcery-trekking-good versu evil-creatures-ep quest-hobbits-trol adventure-fantasy-act the lord of the ring : the fellowship of the ring
338947,Hellraiser,Horror-Mystery,6.464,a young woman struggl with addict come into possess of an ancient puzzl box unawar that it purpos is to summon the cenobit a group of sadist supernatur be from anoth dimens . hell-remake-gore-puzzl box-bas on short story-cenobit horror-mysteri hellrais
28005,Kama Sutra: A Tale of Love,Drama-History-Romance,5.6,tara and maya are two insepar friend in india . their tast habit and hobbi are the same . year later the two have matur but have maintain their friendship . tara get marri to the local princ raj singh who soon succe the throne as the sole heir . after the marriag raj get bore of tara and start seek anoth femal to satisfi hi sexual need . he notic maya and is instantli attract to her . he ha her includ as one of hi courtesan and is intim with her . watch what happen when tara find out and the extent she will go to keep her marriag intact . poetry-eroticism-seduction-india-woman director-kamasutra drama-history-rom kama sutra : a tale of love
675,Harry Potter and the Order of the Phoenix,Adventure-Fantasy-Mystery,7.7,return for hi fifth year of studi at hogwart harri is stun to find that hi warn about the return of lord voldemort have been ignor . left with no choic harri take matter into hi own hand train a small group of student to defend themselv against the dark art . prophecy-witch-loss of love one-professor-magic-child hero-di and death-school of witchcraft-black magic-sorcery-court-supernatural-occult-wizard-scholar-myst land-ministry-bas on young adult novel adventure-fantasy-mysteri harri potter and the order of the phoenix
8961,Bad Boys II,Action-Crime-Comedy,6.631,detect marcu burnett and mike lowrey of the miami narcot task forc are task with stop the flow of the drug ecstasi into miami . they track the drug to the whacked-out cuban drug lord johnni tapia who is also involv in a bloodi war with russian and haitian mobster . if that is n't bad enough there 's tension between the two detect when marcu discov that playboy mike is secretli romanc marcu ’ sister syd . drug smuggling-miami florida-undercov agent-cuba-ku klux klan-kidnapping-money laundering-mexican standoff-ecstasy-mal friendship-guantánamo-sequel-shootout-crimin underworld-drug lord-explod house-dea agent-undercov operation-buddi cop-narcot detective-act hero-buddi movie-haitian gang-dead bodies-buddi detect duo-absurd-russian mobster-exhilar action-crime-comedi bad boy ii
90,Beverly Hills Cop,Comedy-Crime-Action,7.193,fast-talk quick-think detroit street cop axel foley ha bent more than a few rule and reg in hi time but when hi best friend is murder he head to sunni beverli hill to work the case like onli he can . showdown-drug smuggling-undercover-cocaine-strip club-gunfight-mansion-lo angel california-foot chase-art gallery-detroit michigan-warehouse-childhood friends-murd investigation-beverli hills-buddi cop-buddi comedy-countri club-maverick cop-damsel in distress-bar fight-bear bonds-food deliveri comedy-crime-act beverli hill cop
634492,Madame Web,Action-Fantasy,5.532,forc to confront revel about her past paramed cassandra webb forg a relationship with three young women destin for power futur ... if they can all surviv a deadli present . new york city-superhero-spider-bas on comic-sup power-paramedic-superhero team-manhattan new york city-clairvoyant-teen superhero-web-origin story-2000s-vis of the future-femal superhero-amused-superpow action-fantasi madam web
338953,Fantastic Beasts: The Secrets of Dumbledore,Fantasy-Adventure-Action,6.8,professor albu dumbledor know the power dark wizard gellert grindelwald is move to seiz control of the wizard world . unabl to stop him alon he entrust magizoologist newt scamand to lead an intrepid team of wizard and witch . they soon encount an array of old and new beast as they clash with grindelwald 's grow legion of follow . berlin germany-prison-witch-magic-elect campaign-curse-bhutan-fantasi world-wizard-mag creature-1930s-good versu evil fantasy-adventure-act fantast beast : the secret of dumbledor
9502,Kung Fu Panda,Action-Adventure-Animation-Family-Comedy,7.3,when the valley of peac is threaten lazi po the panda discov hi destini as the `` chosen one '' and train to becom a kung fu hero but transform the unsleek slacker into a brave warrior wo n't be easi . it 's up to master shifu and the furiou five -- tigress crane manti viper and monkey -- to give it a tri . martial arts-kung fu-strong woman-china-tiger-bravery-restaurant-shop-panda-sensei-anthropomorphism-fighting-master-destiny-crane-aftercreditsstinger-wuxia-monkey warrior-vip action-adventure-animation-family-comedi kung fu panda
299536,Avengers: Infinity War,Adventure-Action-Science Fiction,8.255,as the aveng and their alli have continu to protect the world from threat too larg for ani one hero to handl a new danger ha emerg from the cosmic shadow : thano . a despot of intergalact infami hi goal is to collect all six infin stone artifact of unimagin power and use them to inflict hi twist will on all of realiti . everyth the aveng have fought for ha led up to thi moment - the fate of earth and exist itself ha never been more uncertain . magic-sacrifice-superhero-bas on comic-space-battlefield-genocide-mag object-sup power-aftercreditsstinger-marvel cinemat univers ( mcu ) -cosmic adventure-action-sci fiction aveng : infin war
337167,Fifty Shades Freed,Drama-Romance,6.699,believ they have left behind shadowi figur from their past newlyw christian and ana fulli embrac an inextric connect and share life of luxuri . but just as she step into her role as mrs. grey and he relax into an unfamiliar stabil new threat could jeopard their happi end befor it even begin . base on novel or book-eroticism-sequel-bdsm drama-rom fifti shade freed
1267,Meet the Robinsons,Animation-Comedy-Family,6.889,lewi a brilliant young inventor is keen on creat a time machin to find hi mother who abandon him in an orphanag . thing take a turn when he meet wilbur robinson and hi famili . save the world-fli car-tyrannosauru rex-adoption-future-tim travel-tim machine-myth creature-friendship-best friend-rescu team-famili animation-comedy-famili meet the robinson
118,Charlie and the Chocolate Factory,Adventure-Comedy-Family-Fantasy,7.049,a young boy win a tour through the most magnific chocol factori in the world led by the world 's most unusu candi maker . factori worker-london england-bas on novel or book-chocolate-candy-overweight child-par child relationship-grandpar grandchild relationship-teacher-candi bar adventure-comedy-family-fantasi charli and the chocol factori
335984,Blade Runner 2049,Science Fiction-Drama,7.562,thirti year after the event of the first film a new blade runner lapd offic k unearth a long-buri secret that ha the potenti to plung what 's left of societi into chao . k 's discoveri lead him on a quest to find rick deckard a former lapd blade runner who ha been miss for 30 year . future-android-bounti hunter-artifici intellig ( a.i . ) -genetics-dystopia-sequel-cyberpunk-lo angel california-la vegas-tech noir-blad runner-2040s-vibr scienc fiction-drama blade runner 2049
157336,Interstellar,Adventure-Drama-Science Fiction,8.439,the adventur of a group of explor who make use of a newli discov wormhol to surpass the limit on human space travel and conquer the vast distanc involv in an interstellar voyag . rescue-future-spacecraft-rac against time-artifici intellig ( a.i . ) -nasa-tim warp-dystopia-expedition-spac travel-wormhole-famine-black hole-quantum mechanics-famili relationships-space-robot-astronaut-scientist-singl father-farmer-spac station-spac adventure-tim paradox-time-manipulation-fath daughter relationship-2060s-cornfield-tim manipulation-awestruck adventure-drama-sci fiction interstellar
8920,Garfield,Animation-Comedy-Family,5.667,garfield the fat lazi lasagna lover ha everyth a cat could want . but when jon in an effort to impress the liz - the vet and an old high-school crush - adopt a dog name odi and bring him home garfield get the one thing he doe n't want . competit . competition-cat-mascot-lasagne-pets-l action and anim animation-comedy-famili garfield
744276,After Ever Happy,Romance-Drama,6.881,as a shock truth about a coupl 's famili emerg the two lover discov they are not so differ from each other . tessa is no longer the sweet simpl good girl she wa when she met hardin — ani more than he is the cruel moodi boy she fell so hard for . base on novel or book-love-teenag crush romance-drama after ever happi
678512,Sound of Freedom,Action-Drama,8.061,the stori of tim ballard a former us govern agent who quit hi job in order to devot hi life to rescu children from global sex traffick . pedophilia-kidnapping-human trafficking-bas on true story-scam-child kidnapping-grooming-lost children-children in danger-colombia action-drama sound of freedom
673,Harry Potter and the Prisoner of Azkaban,Adventure-Fantasy,8.021,year three at hogwart mean new fun and challeng as harri learn the delic art of approach a hippogriff transform shape-shift boggart into hilar and even turn back time . but the term also bring danger : soul-suck dementor hover over the school an alli of the accurs he-who- can not -be-nam lurk within the castl wall and fearsom wizard siriu black escap azkaban . and harri will confront them all . flying-witch-bus-traitor-magic-school friend-child hero-school of witchcraft-black magic-tim travel-friendship-school-best friend-werewolf-muggle-wizard-aftercreditsstinger-mag creature-night bus-teenag life-school class-bas on young adult novel-mag spell adventure-fantasi harri potter and the prison of azkaban
893723,PAW Patrol: The Mighty Movie,Animation-Family-Action-Science Fiction-Comedy-Drama-Adventure,7.089,a magic meteor crash land in adventur citi and give the paw patrol pup superpow transform them into the mighti pup . superhero-cartoon-mad scientist-sequel-dog-animals-elasticity-kid animation-family-action-sci fiction-comedy-drama-adventur paw patrol : the mighti movi
703771,Deathstroke: Knights & Dragons - The Movie,Animation-Action-Adventure-Science Fiction,6.9,the assassin deathstrok tri to save hi famili from the wrath of h.i.v. . and the murder jackal . anti hero-villain-com book-superhero-adult animation-edit from tv seri animation-action-adventure-sci fiction deathstrok : knight & dragon - the movi
820525,After Everything,Romance-Drama,7.001,besieg by writer ’ s block and the crush breakup with tessa hardin travel to portug in search of a woman he wrong in the past – and to find himself . hope to win back tessa he realiz he need to chang hi way befor he can make the ultim commit . lisbon portugal-writ 's block-sequel-love-wedding-soci media-troubl past-mal writer-dysfunct relationship-bas on young adult novel-fanf romance-drama after everyth
585083,Hotel Transylvania: Transformania,Animation-Comedy-Family-Adventure-Fantasy,7.09,when van hels 's mysteri invent the `` monsterf ray '' goe haywir drac and hi monster pal are all transform into human and johnni becom a monster . in their new mismatch bodi drac and johnni must team up and race across the globe to find a cure befor it 's too late and befor they drive each other crazi . monster-vampire-transformation-aftercreditsstinger-duringcreditsstinger-human animation-comedy-family-adventure-fantasi hotel transylvania : transformania
829799,Paradise City,Action-Crime-Thriller,5.7,renegad bounti hunter ryan swan must carv hi way through the hawaiian crime world to wreak vengeanc on the kingpin who murder hi father . drug cartel-illeg mining-last film action-crime-thril paradis citi
928015,Dracula: The Original Living Vampire,Horror-Fantasy-Thriller,5.6,detect amelia van hels is on the desper hunt for the killer respons for a string of grisli murder target young women . matter onli worsen when all evid lead to the seemingli untouch count dracula . and when van hels ’ s girlfriend vanish she is forc to question the veri exist of monster in a final showdown with the enigmat count . vampire-mockbuster-dracula horror-fantasy-thril dracula : the origin live vampir
839436,Dragon Fury,Horror-Fantasy-Mystery,6.2,a group of soldier are taken to the mountain of wale to investig a strang look monster . dragon-creatur horror-fantasy-mysteri dragon furi
854239,Till,Drama-History,7.523,the true stori of mami till mobley ’ s relentless pursuit of justic for her 14 year old son emmett till who in 1955 wa lynch while visit hi cousin in mississippi . mother-chicago illinois-funeral-son-racist-bas on true story-murder-grief-racism-justice-casket-lynching-death of son-woman director-1950s-civil right movement drama-histori till
760161,Orphan: First Kill,Horror-Thriller,6.8,after escap from an estonian psychiatr facil leena klammer travel to america by imperson esther the miss daughter of a wealthi famili . but when her mask start to slip she is put against a mother who will protect her famili from the murder “ child ” at ani cost . psychopath-famili secrets-prequel-murder-impersonator-ment patient-psycho killer-escap mental patient-miss daughter-estonia-femal psychopath horror-thril orphan : first kill
956842,Fly Me to the Moon,Comedy-Romance,7.452,spark fli in all direct as market maven kelli jone brought in to fix nasa 's public imag wreak havoc on apollo 11 launch director cole davi ' alreadi difficult task of put a man on the moon . when the white hous deem the mission too import to fail jone is direct to stage a fake moon land as backup and the countdown truli begin . nasa-romant comedy-moon landing-spac race-1960s-apollo program comedy-rom fli me to the moon
631842,Knock at the Cabin,Horror-Thriller-Mystery,6.367,while vacat at a remot cabin a young girl and her two father are taken hostag by four arm stranger who demand that the famili make an unthink choic to avert the apocalyps . with limit access to the outsid world the famili must decid what they believ befor all is lost . base on novel or book-sacrifice-faith-end of the world-apocalypse-hom invasion-lgbt-aftercreditsstinger-adopt child-adopt daughter-gay theme-sam sex relationship-religi symbol horror-thriller-mysteri knock at the cabin
